"ObservationDate","Province/State","Country/Region","Confirmed","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Doses_admin","People_partially_vaccinated","People_fully_vaccinated","Prediction (Confirmed)"
"2021-02-18","Lazio","Italy",222855,-24.166666666666668,-0.16666666666666666,3.1666666666666665,-36,-21.833333333333332,8,3369334,2023468,1345866,154445.84605873103
"2021-02-18","Liguria","Italy",74873,-36,-0.2,-8.8,-26,-21.8,10,3369334,2023468,1345866,35738.59479441267
"2021-02-18","Limburg","Netherlands",68602,-54,-2.5,-2,-46.8,-36.24242424242424,13.409090909090908,783438,628993,154445,32527.082019478225
"2021-02-18","Loreto","Peru",29110,-40.5,-0.5,-40.666666666666664,-36.333333333333336,-29.666666666666668,14.333333333333334,140985,140985,0,38281.43372089582
"2021-02-18","Los Lagos","Chile",48731,-28.25,-16.75,-39.4,-23.2,-18.4,12.5,2756231,2700441,55790,28030.236174697588
"2021-02-18","Madhya Pradesh","India",258574,-12.784313725490197,28.452380952380953,-7.588235294117647,1.3461538461538463,-10.23076923076923,8.057692307692308,9846523,9381591,464932,233590.28759983578
"2021-02-18","Madre de Dios","Peru",9958,-11,-6,-37,-52,-22.5,12,140985,140985,0,9914.498013363374
"2021-02-18","Magdalena","Colombia",32160,-32,-4.5,-26.2,-5,-7.833333333333333,8.333333333333334,9935,0,0,16150.812353761365
"2021-02-18","Maharashtra","India",2081520,-21.10810810810811,23.56756756756757,-16.83783783783784,-3.2162162162162162,-13.783783783783784,10.297297297297296,9846523,9381591,464932,1771700.5319725545
"2021-02-18","Manipur","India",29225,-33,-10,-12,-3.4,-18.9,7.285714285714286,9846523,9381591,464932,14426.551440842506
"2021-02-18","Manitoba","Canada",31145,-20,-4.142857142857143,-20.666666666666668,-60,-16.88235294117647,10.833333333333334,1356423,993291,363132,9427.435192645416
"2021-02-18","Nagasaki","Japan",1590,-26,-14,-44,-35,-13,9,611,611,0,2175.5262210594096
"2021-02-18","Marche","Italy",62216,-25.666666666666668,-0.6666666666666666,16.5,-23.166666666666668,-18,8.333333333333334,3369334,2023468,1345866,24426.17436765607
"2021-02-18","Mecklenburg-Vorpommern","Germany",23021,-40,1,10,-32,-29,11,4813551,3124782,1688769,5775.371098587574
"2021-02-18","Meghalaya","India",13946,-27.5,-10.333333333333334,-17.25,3.8,-15.222222222222221,7,9846523,9381591,464932,8081.3348524369585
"2021-02-18","Melilla","Spain",6732,-30,-13,-25,-32,-15,7,2936011,1764985,1171026,-2827.3170089675596
"2021-02-18","Meta","Colombia",41910,-23,6.666666666666667,-21.75,-35,-2.3333333333333335,6.25,9935,0,0,16160.180479091334
"2021-02-18","Mie","Japan",2439,-17,-6,-27,-30,-9,5,611,611,0,816.3617599227264
"2021-02-18","Miyagi","Japan",3569,-12,-2,-21,-26,-8,5,611,611,0,110.94786353628373
"2021-02-18","Miyazaki","Japan",1936,-19,-8,-22,-13,-8,4,611,611,0,987.4880841115453
"2021-02-18","Mizoram","India",4405,-40,-17.5,-20,-14,-30.11111111111111,4,9846523,9381591,464932,-2736.481471877598
"2021-02-18","Molise","Italy",9800,-34,-12,-15.333333333333334,-31.333333333333332,-25,9.333333333333334,3369334,2023468,1345866,-405.56342528443645
"2021-02-18","Moquegua","Peru",19235,-40.333333333333336,-50.333333333333336,-51.333333333333336,-68.66666666666667,-29.333333333333332,17,140985,140985,0,18346.779315939544
"2021-02-18","Morelos","Mexico",24877,-26,0,-41,-46,-28,11,1318055,958473,99666,17664.984804810745
"2021-02-18","Nagaland","India",12191,-33,-35,-28.75,-10.5,-34.9,7,9846523,9381591,464932,4631.411518220588
"2021-02-18","Maule","Chile",40531,-21.4,-5.75,-19.4,18.5,-18.6,11.6,2756231,2700441,55790,25128.17259466476
"2021-02-18","Tasmania","Australia",234,-9.25,-1.2857142857142858,-20.714285714285715,-31,6.277777777777778,1.7142857142857142,0,0,0,-667.714630233156
"2021-02-18","Queensland","Australia",1321,-1.0740740740740742,1.8636363636363635,-20.083333333333332,-28.38888888888889,0.1388888888888889,1.8888888888888888,0,0,0,761.092152631486
"2021-02-18","Tolima","Colombia",64677,-21.25,-9,-23,-30.5,-13.11111111111111,8,9935,0,0,13845.94922531802
"2021-02-18","Tottori","Japan",208,-33,-16,-48,-34,-5,7,611,611,0,1794.791562557415
"2021-02-18","Toyama","Japan",900,-29,-13,-48,-31,-13,9,611,611,0,2426.5931920042785
"2021-02-18","Tripura","India",33366,-18.285714285714285,16.166666666666668,-7.333333333333333,13.222222222222221,-7,4,9846523,9381591,464932,25088.536433376503
"2021-02-18","Tumbes","Peru",11054,-32,-0.5,-44.25,-55.5,-25.25,13.5,140985,140985,0,10784.29008565343
"2021-02-18","Ucayali","Peru",22146,-38.666666666666664,-13,-22.333333333333332,-51.5,-18,17,140985,140985,0,30343.81541275898
"2021-02-18","Umbria","Italy",42058,-43.333333333333336,-8.333333333333334,-28,-31,-25.666666666666668,13,3369334,2023468,1345866,16124.855983173498
"2021-02-18","Utrecht","Netherlands",83263,-42.6875,-6.055555555555555,-12.5,-54.2,-37,16.333333333333332,783438,628993,154445,45066.141377282554
"2021-02-18","Uttar Pradesh","India",602490,-10.552631578947368,32.93333333333333,1.1466666666666667,-3.263157894736842,-4.315789473684211,7.618421052631579,9846523,9381591,464932,537611.0172306575
"2021-02-18","Uttarakhand","India",97005,-5.833333333333333,25.625,-7.230769230769231,17.384615384615383,-1.0714285714285714,7.142857142857143,9846523,9381591,464932,55731.9935600791
"2021-02-18","Valle del Cauca","Colombia",191264,-22.7,1.8,-25.8,-29.2,-10.76,6.416666666666667,9935,0,0,152337.6981201764
"2021-02-18","Veneto","Italy",323888,-25,-3.875,-8.625,-33,-17.625,7.75,3369334,2023468,1345866,218894.91560619388
"2021-02-18","Veracruz","Mexico",53892,-25,-4,-46,-42,-27,9,1318055,958473,99666,64337.55519075938
"2021-02-18","Victoria","Australia",20479,-11,-1.76,-6.918367346938775,-40.625,-12.073529411764707,6.72,0,0,0,9503.05106931883
"2021-02-18","Wakayama","Japan",1156,-17,1,-23,-23,-7,4,611,611,0,330.43353614089784
"2021-02-18","West Bengal","India",573193,-19.80952380952381,18.476190476190474,-5.238095238095238,2.761904761904762,-6.523809523809524,7.571428571428571,9846523,9381591,464932,459382.46424990887
"2021-02-18","Western Australia","Australia",910,1.6,6.115384615384615,-18.7,-17.8,2.8863636363636362,1.8064516129032258,0,0,0,-140.8773534321165
"2021-02-18","Yamagata","Japan",537,-14,-6,-25,-31,-3,4,611,611,0,-132.9482045762938
"2021-02-18","Yamaguchi","Japan",1366,-24,-9,-39,-23,-13,7,611,611,0,1696.8474152704487
"2021-02-18","Yamanashi","Japan",935,-15,-7,-19,-30,-7,4,611,611,0,-68.1279352547025
"2021-02-18","Yucatan","Mexico",31846,-33,-11,-47,-56,-26,13,1318055,958473,99666,37050.853636257285
"2021-02-18","Zacatecas","Mexico",26823,-34,-5,-49,-38,-30,7,1318055,958473,99666,22422.82298981766
"2021-02-18","Tokyo","Japan",108012,-33,-8,-28,-38,-27,14,611,611,0,30049.693799855395
"2021-02-18","Tokushima","Japan",444,-15,0,-21,-15,-6,4,611,611,0,-126.4698119494901
"2021-02-18","Tochigi","Japan",4006,-13,-5,-20,-27,-8,6,611,611,0,286.50406367601585
"2021-02-18","Tlaxcala","Mexico",16675,-26,1,-42,-32,-29,13,1318055,958473,99666,19810.63109076232
"2021-02-18","Quindio","Colombia",31441,-33.666666666666664,1,-37.111111111111114,-34.5,-17.5,7.333333333333333,9935,0,0,12355.04779800557
"2021-02-18","Quintana Roo","Mexico",19784,-26,-4,-40,-36,-28,10,1318055,958473,99666,25327.930037856364
"2021-02-18","Rajasthan","India",319270,-13,28,-15.382352941176471,4.617647058823529,-10.235294117647058,8.029411764705882,9846523,9381591,464932,276531.1069214319
"2021-02-18","Risaralda","Colombia",45607,-24.5,9.333333333333334,-36.125,-40.333333333333336,-15,9,9935,0,0,14894.743250934143
"2021-02-18","Saarland","Germany",27947,-50,-3,15,-47,-32,12,4813551,3124782,1688769,11479.105410553479
"2021-02-18","Saga","Japan",1006,-23,-13,-48,-28,-16,9,611,611,0,2141.98911310286
"2021-02-18","Saitama","Japan",28351,-14,-2,-17,-31,-16,9,611,611,0,6775.460545783072
"2021-02-18","San Luis Potosi","Mexico",55495,-30,-7,-42,-40,-29,12,1318055,958473,99666,55266.574783776836
"2021-02-18","San Martin","Peru",28822,-22.4,0.6666666666666666,-31.75,-45.833333333333336,-20.125,10.666666666666666,140985,140985,0,29644.717316623217
"2021-02-18","Santander","Colombia",89064,-27,8.5,-30.352941176470587,-19,-15.875,9.428571428571429,9935,0,0,50738.21277799871
"2021-02-18","Saskatchewan","Canada",27099,-11.88888888888889,1.8571428571428572,-16.666666666666668,-56.333333333333336,-26.789473684210527,9.8,1356423,993291,363132,7785.546115667447
"2021-02-18","Schleswig-Holstein","Germany",40537,-51,1,27,-31,-30,13,4813551,3124782,1688769,17143.59996895232
"2021-02-18","Quebec","Canada",279887,-26.14,-10.014925373134329,2.8421052631578947,-44.73913043478261,-21.305263157894736,12.3,1356423,993291,363132,238201.4589922359
"2021-02-18","Shiga","Japan",2353,-14,-7,-21,-31,-10,5,611,611,0,373.211480646987
"2021-02-18","Shizuoka","Japan",4927,-10,-6,-22,-24,-8,4,611,611,0,258.45254685471707
"2021-02-18","Sikkim","India",6126,-9.75,-7,-29.4,-6.333333333333333,-8,9,9846523,9381591,464932,-1296.0595033126535
"2021-02-18","Sinaloa","Mexico",33176,-24,-4,-31,-27,-28,9,1318055,958473,99666,48738.96259950191
"2021-02-18","Sindh","Pakistan",255039,4,29,4,12,2,-4,52768,52768,0,176170.60199772372
"2021-02-18","Sonora","Mexico",66650,-27,-7,-39,-25,-31,9,1318055,958473,99666,67175.99909263679
"2021-02-18","South Australia","Australia",608,-6.130434782608695,8.7,-25.0625,-20.266666666666666,0.02857142857142857,3.227272727272727,0,0,0,-293.20172464198157
"2021-02-18","Sucre","Colombia",20163,-21,-2,-28,-81,-16,6.666666666666667,9935,0,0,14270.497819423379
"2021-02-18","Tabasco","Mexico",56086,-27,-4,-34,-12,-26,8,1318055,958473,99666,64053.848133148495
"2021-02-18","Tacna","Peru",19059,-64.5,-40.5,-58,-71,-43.5,23,140985,140985,0,16047.8516680673
"2021-02-18","Tamaulipas","Mexico",50806,-30,-8,-57,-40,-30,12,1318055,958473,99666,57581.03824212786
"2021-02-18","Tamil Nadu","India",846937,-14.696969696969697,34.8125,-7.515151515151516,-1.7272727272727273,-9.272727272727273,9.181818181818182,9846523,9381591,464932,773900.6856562118
"2021-02-18","Telangana","India",297278,-18.727272727272727,27.454545454545453,-17.09090909090909,-3.272727272727273,-12,8.090909090909092,9846523,9381591,464932,275444.80337633897
"2021-02-18","Shimane","Japan",287,-26,-16,-30,-29,-9,6,611,611,0,1290.355735918372
"2021-02-18","La Rioja","Spain",27294,-61,-4,0,-41,-20,9,2936011,1764985,1171026,13970.870675429878
"2021-02-18","Zeeland","Netherlands",15619,-49.285714285714285,-2,5.8,-48.833333333333336,-36.42857142857143,12.833333333333334,783438,628993,154445,5600.647952986224
"2021-02-18","La Guajira","Colombia",16032,-34.666666666666664,-25.5,-32.57142857142857,-24.5,-14.25,7.666666666666667,9935,0,0,8213.856728399089
"2021-02-18","Balochistan","Pakistan",18967,13,18,-28,10,-1,-6,52768,52768,0,26310.951351215637
"2021-02-18","Basilicata","Italy",14556,-27.666666666666668,3.6666666666666665,-0.6666666666666666,-39.666666666666664,-21.333333333333332,8,3369334,2023468,1345866,698.299090846452
"2021-02-18","Berlin","Germany",126211,-56,-3,-12,-45,-40,16,4813551,3124782,1688769,64118.46047572999
"2021-02-18","Bihar","India",261942,-6.447368421052632,30.72222222222222,2.324324324324324,11.368421052631579,-8.605263157894736,6.7368421052631575,9846523,9381591,464932,235807.0654499668
"2021-02-18","Bolivar","Colombia",66159,-33,3.3333333333333335,-29.5,-29,-12.75,7.75,9935,0,0,53481.73639345095
"2021-02-18","Boyaca","Colombia",45196,-28.285714285714285,14.25,-32.785714285714285,-19,-10,11.5,9935,0,0,16000.424520534369
"2021-02-18","Brandenburg","Germany",74358,-41,4,-4,-33,-23,11,4813551,3124782,1688769,35182.98594169814
"2021-02-18","Bremen","Germany",17249,-53,1,6,-44,-28,12,4813551,3124782,1688769,4860.199477108715
"2021-02-18","British Columbia","Canada",75327,-17.958333333333332,0.7391304347826086,-7.733333333333333,-40.53846153846154,-18.62962962962963,8.782608695652174,1356423,993291,363132,35476.27430815771
"2021-02-18","Brussels","Belgium",92308,-54,-15,-21,-51,-53,18,692575,411145,281570,88736.25900510004
"2021-02-18","Cajamarca","Peru",31035,-34,-5.5,-32.125,-47.666666666666664,-16.444444444444443,14.666666666666666,140985,140985,0,29285.815320091664
"2021-02-18","Calabria","Italy",36021,-27,6.833333333333333,1,-22.4,-24.666666666666668,8,3369334,2023468,1345866,11244.831531096483
"2021-02-18","Caldas","Colombia",46141,-36.333333333333336,-3,-35.416666666666664,-27,-22.4,10,9935,0,0,14851.493387076198
"2021-02-18","Campania","Italy",248165,-27,4.5,-11.5,-35,-25.666666666666668,8.333333333333334,3369334,2023468,1345866,146989.5763905776
"2021-02-18","Campeche","Mexico",8342,-29,-3,-45,-29,-28,11,1318055,958473,99666,4257.448253640789
"2021-02-18","Cantabria","Spain",24109,-34,4,7,-21,-16,6,2936011,1764985,1171026,8146.497250277751
"2021-02-18","Casanare","Colombia",12109,-26,0,-27.571428571428573,-34.5,-7.714285714285714,6.5,9935,0,0,3791.534129949742
"2021-02-18","Catalonia","Spain",558047,-38.6,2.2,-7.4,-20.6,-20,8.6,2936011,1764985,1171026,362862.1616737734
"2021-02-18","Cesar","Colombia",39918,-30.75,2.3333333333333335,-26.714285714285715,-48,-10.444444444444445,5.333333333333333,9935,0,0,15595.51828261834
"2021-02-18","Chandigarh","India",21352,-29,-12,-35,-5,-20,5,9846523,9381591,464932,13537.548086093931
"2021-02-18","Chhattisgarh","India",310210,-17.666666666666668,20.136363636363637,-11.2,2.2,-17.214285714285715,7.32,9846523,9381591,464932,264678.9727406266
"2021-02-18","Chiapas","Mexico",9827,-21,3,-42,-28,-25,9,1318055,958473,99666,15997.259012389954
"2021-02-18","Baja California Sur","Mexico",25586,-29,-10,-37,-21,-29,8,1318055,958473,99666,23131.3595888656
"2021-02-18","Baja California","Mexico",44084,-22,3,-34,-20,-21,8,1318055,958473,99666,50635.375088336405
"2021-02-18","Azad Jammu and Kashmir","Pakistan",9673,0,24,5,19,-15,-7,52768,52768,0,11016.319267620893
"2021-02-18","Ayacucho","Peru",18319,-37.5,-1.5,-35.8,-61.5,-24.666666666666668,23,140985,140985,0,18010.791931660493
"2021-02-18","Abruzzo","Italy",49710,-39,-2.4,-6.6,-34.8,-28,11.4,3369334,2023468,1345866,19596.271790150728
"2021-02-18","Aguascalientes","Mexico",22490,-25,-4,-41,-38,-25,10,1318055,958473,99666,22196.201182452187
"2021-02-18","Aichi","Japan",25467,-20,-7,-31,-28,-12,8,611,611,0,7093.995269819567
"2021-02-18","Akita","Japan",269,-10,-2,-9,-25,-5,3,611,611,0,-621.2403095064083
"2021-02-18","Alberta","Canada",130030,-20.6,1.2,-15.2,-43.875,-25.842105263157894,8.882352941176471,1356423,993291,363132,72733.54924458949
"2021-02-18","Ancash","Peru",40826,-41.5,-28,-37.22222222222222,-61.75,-31.11111111111111,16.333333333333332,140985,140985,0,42062.84214970907
"2021-02-18","Andalusia","Spain",466308,-38.333333333333336,-3.5555555555555554,-12,-24.555555555555557,-18.444444444444443,7.111111111111111,2936011,1764985,1171026,259693.37392766308
"2021-02-18","Andhra Pradesh","India",889077,-12.857142857142858,38.92857142857143,-13.5,-1.8571428571428572,-6.285714285714286,7.071428571428571,9846523,9381591,464932,859780.5557850148
"2021-02-18","Antioquia","Colombia",338256,-19.27777777777778,2.727272727272727,-27.916666666666668,-22.857142857142858,-14.673913043478262,7.25,9935,0,0,214978.73268311913
"2021-02-18","Chiba","Japan",25155,-17,-1,-17,-32,-16,9,611,611,0,4478.041318046318
"2021-02-18","Antofagasta","Chile",35660,-35.666666666666664,-13.333333333333334,-40.25,-31.25,-21,10.333333333333334,2756231,2700441,55790,25276.427172874046
"2021-02-18","Apurimac","Peru",10773,-31,-35.5,-35.5,-56.5,-24.25,23.333333333333332,140985,140985,0,7485.513091125651
"2021-02-18","Aragon","Spain",105017,-31.75,3.25,6.5,-30.25,-21.75,6.5,2936011,1764985,1171026,54546.54104310726
"2021-02-18","Arauca","Colombia",5515,5,17,-5.666666666666667,-10.5,0.4,5,9935,0,0,147.5582625976849
"2021-02-18","Araucania","Chile",36904,-23.666666666666668,-2.3333333333333335,-26.666666666666668,-8,-22,13.666666666666666,2756231,2700441,55790,18123.060217864648
"2021-02-18","Arequipa","Peru",58115,-54.75,-34.2,-49.57142857142857,-60,-31.5,22,140985,140985,0,71743.29374626656
"2021-02-18","Arica y Parinacota","Chile",14383,-56.5,-23,-67.5,-38.5,-26.5,15.5,2756231,2700441,55790,14967.135242041673
"2021-02-18","Arunachal Pradesh","India",16836,-44.666666666666664,24,-8.666666666666666,16,-34.5,4,9846523,9381591,464932,17386.4760809509
"2021-02-18","Assam","India",217344,-10.785714285714286,12.11111111111111,-0.9285714285714286,-6.142857142857143,-3.6785714285714284,7.428571428571429,9846523,9381591,464932,206967.08603573183
"2021-02-18","Asturias","Spain",41983,-48,-1,7,-28,-24,10,2936011,1764985,1171026,17486.132144679275
"2021-02-18","Atacama","Chile",11327,-29,-4,-18.25,-29.75,-20.5,10,2756231,2700441,55790,7654.906834201058
"2021-02-18","Atlantico","Colombia",120879,-29.25,7.666666666666667,-25.666666666666668,-26.25,-11.818181818181818,9,9935,0,0,136470.3846665212
"2021-02-18","Australian Capital Territory","Australia",118,-3,5,-9,-15,1,2,0,0,0,-831.5708111189047
"2021-02-18","Aomori","Japan",812,-9,-3,-27,-23,-7,3,611,611,0,-562.8984328116205
"2021-02-18","Chihuahua","Mexico",42224,-25,-2,-42,-42,-23,9,1318055,958473,99666,23961.781209521254
"2021-02-18","La Libertad","Peru",42963,-35.714285714285715,-9.5,-29.428571428571427,-52.42857142857143,-27,14.5,140985,140985,0,58360.44556850022
"2021-02-18","Coahuila","Mexico",63635,-29,-8,-53,-39,-28,12,1318055,958473,99666,59034.05625046885
"2021-02-18","Hidalgo","Mexico",33729,-30,-3,-53,-48,-36,13,1318055,958473,99666,27822.021180142543
"2021-02-18","Himachal Pradesh","India",58312,-21.181818181818183,11,-12.25,10.333333333333334,-8.166666666666666,9.090909090909092,9846523,9381591,464932,29515.570363493163
"2021-02-18","Hiroshima","Japan",4993,-20,-4,-25,-28,-11,6,611,611,0,1661.3343804594492
"2021-02-18","Hokkaido","Japan",18667,-23,-9,-35,-24,-9,5,611,611,0,4053.7853463634797
"2021-02-18","Huanuco","Peru",24638,-43.666666666666664,-36.5,-56.333333333333336,-67.33333333333333,-36.333333333333336,17.666666666666668,140985,140985,0,22226.9915788777
"2021-02-18","Hyogo","Japan",17766,-18,-3,-25,-27,-12,7,611,611,0,3575.426821313661
"2021-02-18","Ibaraki","Japan",5480,-13,-2,-21,-28,-8,6,611,611,0,686.1711974472134
"2021-02-18","Ica","Peru",39231,-55.8,-21.5,-52.5,-67,-36.6,16,140985,140985,0,57064.688746405795
"2021-02-18","Iwate","Japan",543,-9,0,-15,-25,-4,3,611,611,0,-772.4267065708802
"2021-02-18","Jalisco","Mexico",75521,-26,-2,-37,-16,-27,9,1318055,958473,99666,74466.27726149763
"2021-02-18","Jammu and Kashmir","India",125634,275,444,211,410,157,7,9846523,9381591,464932,109330.62209554971
"2021-02-18","Jharkhand","India",119477,-16.28,45.3,-4.521739130434782,4.88,-10.36,8.6,9846523,9381591,464932,86796.31503568473
"2021-02-18","Junin","Peru",40721,-55.8,-33.5,-45.55555555555556,-63.142857142857146,-30.333333333333332,21.75,140985,140985,0,39259.28863513242
"2021-02-18","Kagawa","Japan",727,-13,-5,-32,-24,-8,5,611,611,0,-126.22408229337341
"2021-02-18","Kagoshima","Japan",1742,-17,-9,-38,-30,-9,7,611,611,0,979.5894234893292
"2021-02-18","Kanagawa","Japan",43778,-18,1,-13,-31,-22,11,611,611,0,9825.52047104364
"2021-02-18","Karnataka","India",946860,-15.290322580645162,43.45161290322581,-13.161290322580646,0.2903225806451613,-8.03225806451613,9.258064516129032,9846523,9381591,464932,888551.9074253484
"2021-02-18","Kerala","India",1021432,-18.733333333333334,32.13333333333333,-6.25,-12.625,-10.25,10.466666666666667,9846523,9381591,464932,594583.6139394582
"2021-02-18","Khyber Pakhtunkhwa","Pakistan",70493,20,38,-6,21,3,-5,52768,52768,0,102068.09092344351
"2021-02-18","Kochi","Japan",884,-20,-9,-21,-22,-10,5,611,611,0,742.6389342133095
"2021-02-18","Kumamoto","Japan",3431,-21,-8,-34,-35,-12,6,611,611,0,1797.3375937640992
"2021-02-18","Kyoto","Japan",8975,-23,-7,-34,-35,-15,7,611,611,0,3284.8332076652255
"2021-02-18","Choco","Colombia",6502,-31.5,-13.5,4,-42,-20.666666666666668,7.5,9935,0,0,2108.7227651125045
"2021-02-18","Hessen","Germany",183111,-52,-4,-2,-47,-30,13,4813551,3124782,1688769,125732.04370289278
"2021-02-18","Haryana","India",269405,-15.863636363636363,13.681818181818182,-22.318181818181817,-10.818181818181818,-11.090909090909092,5.5,9846523,9381591,464932,271707.0045832791
"2021-02-18","Ishikawa","Japan",1745,-23,-7,-39,-37,-10,6,611,611,0,1660.130829568632
"2021-02-18","Gunma","Japan",4338,-13,-3,-19,-25,-9,5,611,611,0,755.3139846797753
"2021-02-18","Hamburg","Germany",49761,-56,-1,10,-48,-41,17,4813551,3124782,1688769,20981.129485723224
"2021-02-18","Coquimbo","Chile",19329,-21,6.25,-21.75,-21,-15,10.5,2756231,2700441,55790,18868.040390914914
"2021-02-18","Cordoba","Colombia",35954,-27.75,16,-30.75,-29,-15.5,5.166666666666667,9935,0,0,16876.26243815461
"2021-02-18","Cundinamarca","Colombia",103448,-24,4.538461538461538,-28.419354838709676,-8.714285714285714,-9.837837837837839,12.058823529411764,9935,0,0,52144.328883107744
"2021-02-18","Cusco","Peru",32722,-50.333333333333336,-25.5,-36.42857142857143,-63,-19.75,20,140985,140985,0,29716.622835793212
"2021-02-18","Delhi","India",637445,-27.25,3.25,-29.25,-14.666666666666666,-24.75,6.583333333333333,9846523,9381591,464932,563331.79401526
"2021-02-18","Drenthe","Netherlands",20507,-46.42857142857143,-6.111111111111111,1.25,-51.5,-31.076923076923077,12.615384615384615,783438,628993,154445,8199.074666074235
"2021-02-18","Durango","Mexico",30382,-22,-3,-42,-2,-25,9,1318055,958473,99666,24964.69292046892
"2021-02-18","Emilia-Romagna","Italy",240650,-23.8,-0.1,1.7,-31.7,-16.2,8.6,3369334,2023468,1345866,177236.99486799465
"2021-02-18","Extremadura","Spain",68609,-40,-0.6666666666666666,-12.666666666666666,-2.6666666666666665,-13,4.666666666666667,2936011,1764985,1171026,30279.272113766976
"2021-02-18","Flevoland","Netherlands",25024,-50,-7,-21.5,-49.6,-28.714285714285715,13,783438,628993,154445,10859.040313710733
"2021-02-18","Friesland","Netherlands",24411,-49.875,-7.666666666666667,10.75,-40.5,-27.36842105263158,12.214285714285714,783438,628993,154445,9111.42409486767
"2021-02-18","Fukui","Japan",542,-23,-9,-33,-13,-9,6,611,611,0,1279.130891489363
"2021-02-18","Ehime","Japan",1032,-18,-9,-32,-33,-9,5,611,611,0,423.7212191044977
"2021-02-18","Colima","Mexico",10208,-25,-6,-35,-22,-24,8,1318055,958473,99666,7829.725778417752
"2021-02-18","Fukuoka","Japan",17667,-29,-16,-45,-35,-17,10,611,611,0,6709.592387571339
"2021-02-18","Guerrero","Mexico",34398,-32,-11,-44,-35,-33,10,1318055,958473,99666,44219.649921365846
"2021-02-18","Guanajuato","Mexico",115858,-31,-4,-46,-27,-27,10,1318055,958473,99666,92232.73901127635
"2021-02-18","Groningen","Netherlands",24297,-52,-1.5555555555555556,8,-43.888888888888886,-31.166666666666668,13.166666666666666,783438,628993,154445,9518.75677183332
"2021-02-18","Goa","India",54421,-18.666666666666668,8,-24.333333333333332,-7,-15.333333333333334,7.333333333333333,9846523,9381591,464932,39389.853064351606
"2021-02-18","Gujarat","India",266297,-16.515151515151516,14.466666666666667,-20.735294117647058,-8.735294117647058,-12.411764705882353,6.696969696969697,9846523,9381591,464932,245471.42356291614
"2021-02-18","Gifu","Japan",4540,-25,-11,-46,-21,-10,7,611,611,0,2433.8740124106466
"2021-02-18","Gelderland","Netherlands",117915,-50,1.1219512195121952,-6,-49.333333333333336,-31.09259259259259,13.895833333333334,783438,628993,154445,69592.70971325484
"2021-02-18","Galicia","Spain",109168,-53.4,4.4,-1.6,-37.8,-22,9.6,2936011,1764985,1171026,56938.50466438601
"2021-02-18","Fukushima","Japan",1867,-13,-6,-22,-26,-9,4,611,611,0,80.7542430965529
"2021-02-19","Nuevo Leon","Mexico",113387,-32,-3,-54,-42,-26,14,1574158,1155227,418931,88861.43985713136
"2021-02-19","Nova Scotia","Canada",1604,-5.1,11.6,-3,-46,-9.714285714285714,8,1404273,1016579,387694,126.76302283291878
"2021-02-19","Northern Territory","Australia",104,11.25,20,7,-46.25,17.333333333333332,-1,0,0,0,-754.0227533820647
"2021-02-19","Newfoundland and Labrador","Canada",863,-33.75,-14,15.5,-50.5,-24.666666666666668,17.25,1404273,1016579,387694,4427.44903183992
"2021-02-19","New South Wales","Australia",5146,-4.764705882352941,4.1,-11.639344262295081,-26.40740740740741,-2.522727272727273,3.435483870967742,0,0,0,3233.5692748311753
"2021-02-19","New Brunswick","Canada",1417,-18.8,-5,-22.333333333333332,-41.75,-21.3125,11.11111111111111,1404273,1016579,387694,-3395.5532728460635
"2021-02-19","Nayarit","Mexico",10628,-34,-9,-45,-25,-21,10,1574158,1155227,418931,5875.124556453125
"2021-02-19","Oaxaca","Mexico",39296,-30,-13,-50,-31,-24,12,1574158,1155227,418931,41560.33043478538
"2021-02-19","Niigata","Japan",1029,-11,0,-29,-26,-6,4,5039,5039,0,2541.034261389876
"2021-02-19","Odisha","India",336513,-9.172413793103448,22.77777777777778,5.333333333333333,-1.4666666666666666,-11.612903225806452,7.9,10449942,9693000,756942,327385.0249117994
"2021-02-19","Punjab","Pakistan",166777,14,36,16,21,-2,-5,52768,52768,0,149493.73299827854
"2021-02-19","Okayama","Japan",2461,-14,-5,-13,-27,-6,4,5039,5039,0,3309.8739889580984
"2021-02-19","Okinawa","Japan",8090,-29,-12,-39,-39,-11,6,5039,5039,0,6371.433514403604
"2021-02-19","Ontario","Canada",295841,-25.72340425531915,-9.46808510638298,-12.586206896551724,-50.6,-24.01923076923077,13.361702127659575,1404273,1016579,387694,217337.98399366045
"2021-02-19","Osaka","Japan",46428,-25,-4,-27,-30,-13,7,5039,5039,0,15280.731841351022
"2021-02-19","Overijssel","Netherlands",73744,-49.529411764705884,4.809523809523809,46.5,-42.875,-22.26923076923077,11.5,783438,628993,154445,43894.03438074692
"2021-02-19","Piura","Peru",48516,-33.166666666666664,-12.75,-28.125,-51.666666666666664,-20.571428571428573,11.8,170822,170822,0,37828.48848948966
"2021-02-19","Puducherry","India",39540,-17.333333333333332,42,-1.6666666666666667,1,-8,7,10449942,9693000,756942,30921.602597650734
"2021-02-19","Puebla","Mexico",68248,-39,-6,-52,-31,-31,15,1574158,1155227,418931,65254.85840145287
