"ObservationDate","Province/State","Country/Region","Confirmed","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Doses_admin","People_partially_vaccinated","People_fully_vaccinated","Prediction (Confirmed)"
"2021-04-09","Bolivar","Colombia",71140,-30,13,-25.875,-37.5,-7.5,10.5,2946222,2201956,744266,119613.63440160383
"2021-04-09","Boyaca","Colombia",48858,-22.125,25.25,-29.357142857142858,7.75,5.363636363636363,11.5,2946222,2201956,744266,51854.98100311586
"2021-04-09","Brandenburg","Germany",92576,-25,1,43,-28,-30,11,17812200,12852724,4959476,34979.12339848884
"2021-04-09","Bremen","Germany",22161,-50,-3,27,-41,-36,13,17812200,12852724,4959476,4860.199477108715
"2021-04-09","British Columbia","Canada",109540,-18.333333333333332,7.045454545454546,8.75,-37.23076923076923,-17.925925925925927,7.6521739130434785,7569321,6788921,780400,39854.403408573926
"2021-04-09","Brussels","Belgium",113993,-54,-3,38,-46,-54,17,2524625,1882202,643121,118457.99810936673
"2021-04-09","Cajamarca","Peru",43766,-33.666666666666664,2,-31.25,-43.333333333333336,-10.5,18.333333333333332,1190219,724652,465567,43440.17681439719
"2021-04-09","Calabria","Italy",50611,-36,9.833333333333334,5.166666666666667,-26.2,-31.333333333333332,11.166666666666666,12696006,8838626,3857386,13235.635535354693
"2021-04-09","Caldas","Colombia",51483,-33,13,-27.916666666666668,-30,-7.5,9.4,2946222,2201956,744266,40140.62270700726
"2021-04-09","Campania","Italy",353117,-37.5,13.666666666666666,-21.833333333333332,-44,-29.166666666666668,11.166666666666666,12696006,8838626,3857386,148382.1108064082
"2021-04-09","Campeche","Mexico",9084,-23,7,-34,-23,-19,7,10984869,9426179,1855048,8634.495406772206
"2021-04-09","Cantabria","Spain",26653,-26,5,24,-22,-27,7,10231825,7159716,3072109,9922.990555231532
"2021-04-09","Casanare","Colombia",13344,-21.666666666666668,-0.5,-29.571428571428573,-28.5,8.166666666666666,5.5,2946222,2201956,744266,15461.9715288131
"2021-04-09","Catalonia","Spain",547239,-34.6,7.8,-14.4,-19,-16.6,8.8,10231825,7159716,3072109,351337.6448436686
"2021-04-09","Cauca","Colombia",28551,-18,14.5,-22.75,-2,1.5,8,2946222,2201956,744266,27483.75698620013
"2021-04-09","Cesar","Colombia",44936,-35.75,5.666666666666667,-24.857142857142858,-46,-2.111111111111111,8,2946222,2201956,744266,68748.86460515836
"2021-04-09","Chandigarh","India",29943,-31,-1,-37,-3,-19,7,98075160,85763852,12311308,27517.38469034131
"2021-04-09","Chhattisgarh","India",418678,-24.875,17.954545454545453,-20.208333333333332,-7.52,-18.464285714285715,15.16,98075160,85763852,12311308,283073.6946372715
"2021-04-09","Chiapas","Mexico",10576,-16,9,-30,-24,-17,6,10984869,9426179,1855048,20172.03205042381
"2021-04-09","Baja California Sur","Mexico",28962,-17,4,-13,-6,-17,3,10984869,9426179,1855048,28525.64179108536
"2021-04-09","Ayacucho","Peru",24153,-27.5,4.5,-31.4,-48.5,-18.666666666666668,21,1190219,724652,465567,21792.118482390695
"2021-04-09","Australian Capital Territory","Australia",123,2,3,17,-16,-10,5,1077511,159294,0,8174.778638655847
"2021-04-09","La Libertad","Peru",57364,-30.857142857142858,-1.5,-25.375,-43.57142857142857,-20.125,16.5,1190219,724652,465567,94869.30648299814
"2021-04-09","Abruzzo","Italy",67506,-30,11,13.2,-26,-21,8.4,12696006,8838626,3857386,18426.163908220155
"2021-04-09","Aguascalientes","Mexico",25216,-17,10,-32,-32,-16,7,10984869,9426179,1855048,25888.585893474847
"2021-04-09","Aichi","Japan",28517,-14,-2,-7,-20,-11,5,1592517,1101698,490819,51022.74813133739
"2021-04-09","Akita","Japan",320,-7,-3,11,-23,-11,4,1592517,1101698,490819,12776.631556304728
"2021-04-09","Alberta","Canada",158426,-19.0625,4.533333333333333,8.7,-37.125,-23.05263157894737,7.9411764705882355,7569321,6788921,780400,75801.23286019564
"2021-04-09","Ancash","Peru",54607,-33.5,-15,-24.22222222222222,-40.25,-18.25,15.333333333333334,1190219,724652,465567,67501.61546420532
"2021-04-09","Andalusia","Spain",518285,-26,2.5555555555555554,-6.777777777777778,-12.88888888888889,-11.222222222222221,4.777777777777778,10231825,7159716,3072109,236070.81107992
"2021-04-09","Andhra Pradesh","India",918597,2.0714285714285716,41.214285714285715,-13.785714285714286,-1.5,-3.2857142857142856,8.214285714285714,98075160,85763852,12311308,863288.1420463532
"2021-04-09","Chiba","Japan",30495,-14,1,-1,-24,-16,8,1592517,1101698,490819,35201.561789163825
"2021-04-09","Antioquia","Colombia",400150,-60.05263157894737,-42.23076923076923,-50.09615384615385,-50.142857142857146,-24.488888888888887,24.894736842105264,2946222,2201956,744266,255853.57390445907
"2021-04-09","Aomori","Japan",1144,-11,-6,-24,-21,-11,4,1592517,1101698,490819,13680.405092397294
"2021-04-09","Apurimac","Peru",15222,-8,-16.5,-26.25,-52,-10.5,22.333333333333332,1190219,724652,465567,6422.374788029261
"2021-04-09","Aragon","Spain",112848,-33.5,1,-18.25,-36.25,-9.75,6.25,10231825,7159716,3072109,53727.35856155181
"2021-04-09","Arauca","Colombia",5823,7,40.5,-7,-1.5,8.8,7,2946222,2201956,744266,13167.32597041054
"2021-04-09","Araucania","Chile",59416,-49.666666666666664,-23,-57,-33.666666666666664,-18.333333333333332,23.333333333333332,12005627,7349243,4656384,26207.352867244135
"2021-04-09","Arequipa","Peru",67477,-42,-9.4,-35.142857142857146,-42.6,-13.166666666666666,16,1190219,724652,465567,103978.99714011126
"2021-04-09","Arica y Parinacota","Chile",18192,-33.5,5.5,-47,-32,-7.5,11.5,12005627,7349243,4656384,22495.992305395455
"2021-04-09","Arunachal Pradesh","India",16875,-26.5,57,1,-12.5,-21,5.5,98075160,85763852,12311308,26615.679771811567
"2021-04-09","Assam","India",219553,-0.07142857142857142,34.74074074074074,4.678571428571429,-1.1428571428571428,-0.17857142857142858,7.5,98075160,85763852,12311308,209798.02558718933
"2021-04-09","Asturias","Spain",48329,-33,8,29,-14,-16,6,10231825,7159716,3072109,14486.313640538943
"2021-04-09","Atacama","Chile",15243,-36.25,-6,-42,-48.25,-13.25,19,12005627,7349243,4656384,14344.234383183773
"2021-04-09","Atlantico","Colombia",174941,-49.25,6,-44.666666666666664,-33,-15,14.833333333333334,2946222,2201956,744266,231547.0846884357
"2021-04-09","Antofagasta","Chile",44992,-35.333333333333336,-4.333333333333333,-50.75,-33,-14.25,14.666666666666666,12005627,7349243,4656384,36332.796371629454
"2021-04-09","Chihuahua","Mexico",47910,-15,16,-20,-25,-12,5,10984869,9426179,1855048,28196.149138186836
"2021-04-09","Baja California","Mexico",46806,-13,20,-17,-5,-12,4,10984869,9426179,1855048,54544.822935714634
"2021-04-09","Coahuila","Mexico",66971,-13,11,-25,-17,-13,4,10984869,9426179,1855048,61377.57611119553
"2021-04-09","Hessen","Germany",231579,-37,-1,82,-42,-35,12,17812200,12852724,4959476,125784.18944835385
"2021-04-09","Hidalgo","Mexico",37164,-19,13,-37,-37,-19,9,10984869,9426179,1855048,34407.586436882244
"2021-04-09","Himachal Pradesh","India",68173,-19.181818181818183,24.9,-6.833333333333333,20.5,1.9166666666666667,9.416666666666666,98075160,85763852,12311308,32906.80598507221
"2021-04-09","Hiroshima","Japan",5254,-13,-1,-5,-22,-10,4,1592517,1101698,490819,24236.384101523992
"2021-04-09","Hokkaido","Japan",21588,-16,-6,-24,-22,-11,4,1592517,1101698,490819,36149.59233613368
"2021-04-09","Huanuco","Peru",27692,-20.333333333333332,-13,-36.666666666666664,-46,-22,14,1190219,724652,465567,26713.526193788093
"2021-04-09","Hyogo","Japan",22230,-15,2,-6,-22,-13,6,1592517,1101698,490819,25206.298333318435
"2021-04-09","Ibaraki","Japan",7038,-13,-2,-3,-21,-9,5,1592517,1101698,490819,24316.836937878
"2021-04-09","Ica","Peru",45639,-43.4,-7.75,-49,-46.2,-25.2,14.2,1190219,724652,465567,82720.10095624214
"2021-04-09","Ishikawa","Japan",2017,-12,1,-9,-24,-9,4,1592517,1101698,490819,18123.09586705167
"2021-04-09","Haryana","India",310504,-10.727272727272727,30.09090909090909,-16.5,-9.181818181818182,-5.954545454545454,7.045454545454546,98075160,85763852,12311308,271031.9944300592
"2021-04-09","Iwate","Japan",737,-10,-3,-5,-22,-9,4,1592517,1101698,490819,16743.265031073395
"2021-04-09","Jammu and Kashmir","India",136470,372,620,394,544,206,6,98075160,85763852,12311308,113676.04351627806
"2021-04-09","Jharkhand","India",134715,-15.32,56.10526315789474,-0.043478260869565216,7.4,-7.72,11.92,98075160,85763852,12311308,98113.62085461487
"2021-04-09","Junin","Peru",53517,-35.833333333333336,-12.5,-29.333333333333332,-38.57142857142857,-19.88888888888889,16.5,1190219,724652,465567,60608.472282251416
"2021-04-09","Kagawa","Japan",967,-15,-2,-6,-20,-9,4,1592517,1101698,490819,15690.11836967152
"2021-04-09","Kagoshima","Japan",1905,-9,-2,-6,-16,-7,3,1592517,1101698,490819,18036.3884500807
"2021-04-09","Kanagawa","Japan",49294,-16,1,-6,-21,-19,10,1592517,1101698,490819,33734.171518337505
"2021-04-09","Karnataka","India",1048085,-11.935483870967742,50.166666666666664,-13,-4.967741935483871,-8.451612903225806,11.741935483870968,98075160,85763852,12311308,896163.1397581736
"2021-04-09","Kerala","India",1154010,-7,51.6,-8.375,-6.9375,-4.25,9.6,98075160,85763852,12311308,583099.9144740873
"2021-04-09","Khyber Pakhtunkhwa","Pakistan",97318,30,64,0,35,1,-3,1114000,1114000,0,131670.20395679204
"2021-04-09","Kochi","Japan",943,-17,-5,-1,-12,-11,3,1592517,1101698,490819,16178.78001230649
"2021-04-09","Kumamoto","Japan",3534,-11,-1,-3,-17,-15,4,1592517,1101698,490819,18364.90393224797
"2021-04-09","Choco","Colombia",6851,-26.5,-1,30.5,-42.5,-8.333333333333334,7,2946222,2201956,744266,12636.494192115304
"2021-04-09","Jalisco","Mexico",83481,-19,11,-25,-3,-20,6,10984869,9426179,1855048,79229.4762399415
"2021-04-09","Hamburg","Germany",64779,-53,-1,17,-47,-37,16,17812200,12852724,4959476,21096.679399285076
"2021-04-09","Kyoto","Japan",10117,-15,1,-7,-26,-14,6,1592517,1101698,490819,27593.145838975495
"2021-04-09","Durango","Mexico",32693,-18,12,-20,-1,-16,5,10984869,9426179,1855048,29852.55261423374
"2021-04-09","Colima","Mexico",10926,-20,3,-25,-16,-16,4,10984869,9426179,1855048,12091.770560058552
"2021-04-09","Coquimbo","Chile",28570,-61.25,-35.75,-68.25,-56.333333333333336,-21.5,24.25,12005627,7349243,4656384,35802.0181088909
"2021-04-09","Cordoba","Colombia",45078,-44.5,-8.333333333333334,-36.44444444444444,-40,-9.9,12.5,2946222,2201956,744266,79172.35765665227
"2021-04-09","Cundinamarca","Colombia",113171,-18.11111111111111,21.928571428571427,-20.181818181818183,-5.666666666666667,1.5,11.117647058823529,2946222,2201956,744266,111041.93659600476
"2021-04-09","Cusco","Peru",46609,-40,-20.5,-30.857142857142858,-45,-11.375,18.333333333333332,1190219,724652,465567,43814.453296195716
"2021-04-09","Delhi","India",706526,-28.333333333333332,10.75,-26.333333333333332,-14.083333333333334,-21.583333333333332,8.666666666666666,98075160,85763852,12311308,570529.3936750009
"2021-04-09","Drenthe","Netherlands",28018,-34.55555555555556,1.8888888888888888,32.8,-31.625,-21.76923076923077,8.692307692307692,2863986,2057562,806424,15291.29532620778
"2021-04-09","Gunma","Japan",5209,-12,-3,-6,-18,-10,4,1592517,1101698,490819,22861.543412834322
"2021-04-09","Ehime","Japan",1691,-18,-2,-2,-26,-11,4,1592517,1101698,490819,16957.32470327805
"2021-04-09","Emilia-Romagna","Italy",348305,-39.9,9,2.8,-41.3,-20.5,12.5,12696006,8838626,3857386,188620.7635746678
"2021-04-09","Extremadura","Spain",72055,-29.666666666666668,1.3333333333333333,-10,2.3333333333333335,-7.333333333333333,3.3333333333333335,10231825,7159716,3072109,30094.597197525516
"2021-04-09","Friesland","Netherlands",34758,-35.2,4.083333333333333,71.75,-13.727272727272727,-20.05263157894737,8.285714285714286,2863986,2057562,806424,17872.24332436016
"2021-04-09","Flevoland","Netherlands",30319,-36.2,2.1666666666666665,36.666666666666664,-33,-22.857142857142858,8.428571428571429,2863986,2057562,806424,19727.032892148894
"2021-04-09","Fukuoka","Japan",19367,-10,-2,-5,-24,-13,4,1592517,1101698,490819,48225.035882832504
"2021-04-09","Gujarat","India",337015,-28.424242424242426,15.96774193548387,-32.5,-22.676470588235293,-15.205882352941176,13.545454545454545,98075160,85763852,12311308,247348.23532569365
"2021-04-09","Guerrero","Mexico",38259,-23,0,-34,-31,-22,7,10984869,9426179,1855048,48485.46054204207
"2021-04-09","Guanajuato","Mexico",128801,-23,8,-36,-18,-16,6,10984869,9426179,1855048,95676.1424993543
"2021-04-09","Fukui","Japan",647,-10,3,3,-1,-8,4,1592517,1101698,490819,17742.0959289724
"2021-04-09","Goa","India",61239,-25,12.333333333333334,-44.333333333333336,-15,-9.333333333333334,9.333333333333334,98075160,85763852,12311308,47132.34317698546
"2021-04-09","Groningen","Netherlands",31973,-34.25,1.2,19.5,-26.22222222222222,-21.333333333333332,8.818181818181818,2863986,2057562,806424,17707.192846151167
"2021-04-09","Gifu","Japan",4985,-10,1,-9,-12,-8,4,1592517,1101698,490819,22783.819324103602
"2021-04-09","Gelderland","Netherlands",147810,-34.25,9.088888888888889,36,-30.774193548387096,-16.296296296296298,9.021739130434783,2863986,2057562,806424,80076.51198498283
"2021-04-09","Galicia","Spain",117841,-31,10.2,-5.6,-23.4,-12.4,5.4,10231825,7159716,3072109,56983.281182509745
"2021-04-09","Fukushima","Japan",2775,-10,-2,3,-24,-11,4,1592517,1101698,490819,17947.107142581688
"2021-04-10","Nova Scotia","Canada",1764,-1.7,1.6,110,-42,-3.5454545454545454,3.25,7814748,7020562,794186,5576.751376878744
"2021-04-10","Oaxaca","Mexico",44621,-23,-1,-36,-15,4,4,11204183,9552933,1976517,44653.47841265299
"2021-04-10","Nuevo Leon","Mexico",120800,-21,13,-32,-18,0,1,11204183,9552933,1976517,92432.79908216815
"2021-04-10","Puno","Peru",26744,-21.333333333333332,6.333333333333333,-14.875,-35.333333333333336,-4.25,10,1202696,728521,474175,16622.011689901574
"2021-04-10","Niigata","Japan",1710,-2,4,23,-24,-19,4,1592517,1101698,490819,17806.916198293995
"2021-04-10","Newfoundland and Labrador","Canada",1029,-11.75,1.25,-36,26,-1,6.5,7814748,7020562,794186,4084.285814015803
"2021-04-10","New South Wales","Australia",5330,3.2753623188405796,2,23.9,-19.058823529411764,-3.8840579710144927,0.28888888888888886,1138866,159294,0,27469.432495896548
"2021-04-10","New Brunswick","Canada",1713,-10.2,-2.909090909090909,43.25,-40.75,-10.857142857142858,4.333333333333333,7814748,7020562,794186,-2515.776840670951
"2021-04-10","Nayarit","Mexico",11467,-26,3,-23,-13,2,3,11204183,9552933,1976517,8934.735426364185
"2021-04-10","Northern Territory","Australia",112,14,21.5,50.5,-34.333333333333336,1.25,0,1138866,159294,0,12440.664954500347
"2021-04-10","Odisha","India",348182,-15.068965517241379,22.11111111111111,5.033333333333333,-11.2,-8.935483870967742,12.89655172413793,101595147,88885961,12709186,337762.94767251704
"2021-04-10","Punjab","Pakistan",248438,-7,28,6,14,-10,0,1114000,1114000,0,152693.67010444135
"2021-04-10","Okayama","Japan",2927,-7,3,23,-22,-17,4,1592517,1101698,490819,18080.9854283053
"2021-04-10","Okinawa","Japan",10648,-19,-2,-32,-35,-16,6,1592517,1101698,490819,25278.600660521908
"2021-04-10","Ontario","Canada",389648,-28.955555555555556,-1.9090909090909092,122.65,-37.63333333333333,-12.645833333333334,7.368421052631579,7814748,7020562,794186,217410.74607246675
"2021-04-10","Osaka","Japan",59303,-19,2,-10,-35,-18,6,1592517,1101698,490819,67828.2850860634
"2021-04-10","Overijssel","Netherlands",88723,-40.40909090909091,3.05,45.25,-44.6,4.153846153846154,7.888888888888889,2863986,2057562,806424,50849.02169158978
"2021-04-10","Piura","Peru",61877,-35.166666666666664,-7.5,-25.25,-48.166666666666664,-9.285714285714286,12.2,1202696,728521,474175,73784.34579503046
"2021-04-10","Puducherry","India",43737,-16.666666666666668,30.666666666666668,-14.333333333333334,-15,-8,7.666666666666667,101595147,88885961,12709186,31541.323104502528
"2021-04-10","Puebla","Mexico",80390,-29,8,-38,-15,6,5,11204183,9552933,1976517,67810.82118600151
"2021-04-10","Punjab","India",269733,-20.391304347826086,23.217391304347824,-14.73913043478261,-20.91304347826087,-17.26086956521739,5.217391304347826,101595147,88885961,12709186,183058.05028916424
"2021-04-10","Narino","Colombia",50919,-19.25,7,-19.833333333333332,-21.666666666666668,8.5,3.5,3041349,2232564,808785,74181.04286816032
"2021-04-10","Oita","Japan",1342,-5,-1,1,-11,-18,4,1592517,1101698,490819,17806.916198293995
"2021-04-10","Zeeland","Netherlands",22386,-49.44444444444444,1.75,-2.5714285714285716,-39.8,-8.583333333333334,9,2863986,2057562,806424,18899.14811429224
"2021-04-10","Meghalaya","India",14246,-16.4,6,-4.25,7.4,-20.555555555555557,10,101595147,88885961,12709186,15126.731478087486
"2021-04-10","Nagasaki","Japan",1653,-5,6,4,-33,-12,3,1592517,1101698,490819,17806.916198293995
"2021-04-10","Lazio","Italy",300043,-37.166666666666664,5.166666666666667,-1.6666666666666667,-41.666666666666664,-17.166666666666668,8.5,13015284,9089698,3925592,156244.44383756287
"2021-04-10","Liguria","Italy",93597,-52.6,-12.2,-45.4,-43.2,-24.4,14,13015284,9089698,3925592,35984.87596912202
"2021-04-10","Limburg","Netherlands",88212,-51.05,-1.8333333333333333,-31.363636363636363,-43.142857142857146,-1.9166666666666667,9,2863986,2057562,806424,39719.80815618411
"2021-04-10","Loreto","Peru",37057,-18.5,19,-32,-25.333333333333332,-6.333333333333333,7.5,1202696,728521,474175,62895.08945093499
"2021-04-10","Los Lagos","Chile",63911,-63.75,-40.75,-65.2,-53,-25.4,22.5,12031513,7360311,4671202,47561.97968599627
"2021-04-10","Madhya Pradesh","India",332206,-62.19230769230769,-40.93333333333333,-43.38461538461539,-55.69230769230769,-55.07692307692308,29.51923076923077,101595147,88885961,12709186,204780.67768503918
"2021-04-10","Madre de Dios","Peru",12167,-2.5,16,-31,-29,-7,5.5,1202696,728521,474175,12273.528671643891
"2021-04-10","Magdalena","Colombia",48409,-72,-61,-55.166666666666664,-38.666666666666664,-13.833333333333334,19.666666666666668,3041349,2232564,808785,48178.69547002343
"2021-04-10","Maharashtra","India",3343951,-70.86486486486487,-43.91891891891892,-50,-59.270270270270274,-53.21621621621622,32.45945945945946,101595147,88885961,12709186,1455780.617045534
"2021-04-10","Manipur","India",29486,-21.428571428571427,17.5,-1.2222222222222223,-1.3333333333333333,-19.7,7.857142857142857,101595147,88885961,12709186,29287.98270556994
"2021-04-10","Manitoba","Canada",35104,-3.5,14.142857142857142,45,-53.666666666666664,-6.111111111111111,4,7814748,7020562,794186,9792.076463179392
"2021-04-10","Marche","Italy",92076,-38.166666666666664,1,14,-24.5,-18.666666666666668,10,13015284,9089698,3925592,26196.730375699262
"2021-04-10","Maule","Chile",59590,-69,-45.8,-70.4,-54,-31.4,27.75,12031513,7360311,4671202,45146.09082317841
"2021-04-10","Mecklenburg-Vorpommern","Germany",33671,-37,0,64,-11,-3,5,18180618,13155670,5024948,3617.131866458965
"2021-04-10","Meta","Colombia",44370,-13.833333333333334,12.666666666666666,-19.923076923076923,-30.666666666666668,16.875,6,3041349,2232564,808785,59005.43276106027
"2021-04-10","Mie","Japan",2979,-11,3,-5,-31,-14,4,1592517,1101698,490819,18226.057040973592
"2021-04-10","Miyagi","Japan",7138,-17,5,20,-37,-18,7,1592517,1101698,490819,25808.068113514677
"2021-04-10","Miyazaki","Japan",1998,-7,-2,0,0,-16,4,1592517,1101698,490819,13680.405092397294
"2021-04-10","Mizoram","India",4612,-33.333333333333336,9.5,-20,12.666666666666666,-29,4.666666666666667,101595147,88885961,12709186,7992.996298103424
"2021-04-10","Molise","Italy",12577,-37.333333333333336,-0.3333333333333333,12,-26.666666666666668,-21,7.666666666666667,13015284,9089698,3925592,-1009.1379740832589
"2021-04-10","Moquegua","Peru",22330,-27,-16.333333333333332,-38.666666666666664,-44,-10.333333333333334,8.333333333333334,1202696,728521,474175,21381.449850552613
"2021-04-10","Morelos","Mexico",30975,-18,14,-29,-37,7,4,11204183,9552933,1976517,20236.287330628646
"2021-04-10","Nagaland","India",12400,-32.25,-31,-24.5,-10,-32.6,8,101595147,88885961,12709186,8518.464558703023
"2021-04-10","Nagano","Japan",3154,-10,3,21,-25,-15,4,1592517,1101698,490819,17989.000782275405
"2021-04-10","Nara","Japan",4388,-6,5,-1,-21,-12,5,1592517,1101698,490819,22711.947789247748
"2021-04-10","Lambayeque","Peru",44101,-41.333333333333336,-20.333333333333332,-24.5,-38.333333333333336,-18.75,14.333333333333334,1202696,728521,474175,65085.2072751044
"2021-04-10","Queensland","Australia",1502,5.44,2.3333333333333335,16.615384615384617,-22.894736842105264,-4.40625,2,1138866,159294,0,20385.20626777525
"2021-04-10","Tokyo","Japan",124787,-19,1,-9,-25,-15,6,1592517,1101698,490819,93425.41117777106
"2021-04-10","Tolima","Colombia",67104,-31.25,-18.75,-20.5,-36,3.375,6.333333333333333,3041349,2232564,808785,49304.92098818489
"2021-04-10","Tottori","Japan",302,-5,9,16,-23,-13,4,1592517,1101698,490819,12783.345119887574
"2021-04-10","Toyama","Japan",1040,-1,10,35,-11,-13,3,1592517,1101698,490819,17899.719474776393
"2021-04-10","Tripura","India",33733,-31,11.333333333333334,-20.77777777777778,-6.111111111111111,-25.444444444444443,14.25,101595147,88885961,12709186,42061.74314734165
"2021-04-10","Tumbes","Peru",14063,-28.5,10.5,-42.5,-35.5,-14,10.5,1202696,728521,474175,14779.76768596787
"2021-04-10","Ucayali","Peru",28040,-35.666666666666664,-10,-15.75,-34.5,-10.666666666666666,16.5,1202696,728521,474175,49813.855763402076
"2021-04-10","Umbria","Italy",52309,-40.666666666666664,2.6666666666666665,-12.666666666666666,-28.666666666666668,-21,10,13015284,9089698,3925592,16821.925600998224
"2021-04-10","Utrecht","Netherlands",104331,-37.85,-1.8421052631578947,-16.2,-43.625,-2.380952380952381,9,2863986,2057562,806424,62342.88068932651
"2021-04-10","Uttar Pradesh","India",676739,-5.276315789473684,49.4078947368421,9,-3.9473684210526314,-8.736842105263158,11.078947368421053,101595147,88885961,12709186,549380.7324173537
"2021-04-10","Uttarakhand","India",107479,3.5384615384615383,35.25,4.461538461538462,16,-5.5,9.571428571428571,101595147,88885961,12709186,62648.598613023816
"2021-04-10","Valle del Cauca","Colombia",215855,-19.153846153846153,8.272727272727273,-17.416666666666668,-22.333333333333332,5.416666666666667,4.75,3041349,2232564,808785,224453.20020933484
"2021-04-10","Veneto","Italy",394336,-43.625,-4.125,-7.125,-41,-18.125,10.375,13015284,9089698,3925592,230529.05903914408
"2021-04-10","Veracruz","Mexico",58513,-18,13,-22,-30,5,2,11204183,9552933,1976517,68090.46845315318
"2021-04-10","Victoria","Australia",20485,-7.357142857142857,-3.2916666666666665,-27.614035087719298,-24.605263157894736,-8.894736842105264,3.3783783783783785,1138866,159294,0,45619.465896470036
"2021-04-10","Wakayama","Japan",1521,-11,11,18,-12,-11,4,1592517,1101698,490819,13600.422974943176
"2021-04-10","West Bengal","India",610498,-22.904761904761905,12.761904761904763,-8.904761904761905,-12.047619047619047,-19.047619047619047,12.80952380952381,101595147,88885961,12709186,480597.9757323403
"2021-04-10","Western Australia","Australia",953,9.75,6.37037037037037,-2.40625,-26.291666666666668,-3.4054054054054053,1.875,1138866,159294,0,13104.902271704455
"2021-04-10","Yamagata","Japan",1204,-7,8,59,-28,-17,5,1592517,1101698,490819,13615.584823075702
"2021-04-10","Yamaguchi","Japan",1458,-7,7,-3,-12,-11,3,1592517,1101698,490819,17806.916198293995
"2021-04-10","Yamanashi","Japan",1026,-4,4,41,-13,-14,4,1592517,1101698,490819,13680.405092397294
"2021-04-10","Yucatan","Mexico",35813,-33,1,-39,-57,2,5,11204183,9552933,1976517,42498.27465866274
"2021-04-10","Zacatecas","Mexico",29275,-26,4,-27,-20,4,-1,11204183,9552933,1976517,27911.608381448634
"2021-04-10","Tokushima","Japan",676,-13,7,9,-9,-14,4,1592517,1101698,490819,14301.067868580967
"2021-04-10","Tochigi","Japan",4928,-9,2,14,-22,-13,4,1592517,1101698,490819,18152.856963161154
"2021-04-10","Tlaxcala","Mexico",18932,-15,18,-21,-7,18,3,11204183,9552933,1976517,22875.09773368728
"2021-04-10","Telangana","India",327278,-17.363636363636363,28.727272727272727,-16.727272727272727,-8.363636363636363,-16.90909090909091,10.818181818181818,101595147,88885961,12709186,286846.6067411942
"2021-04-10","Quindio","Colombia",35798,-31,12,-26.555555555555557,-32,-2.5714285714285716,5.333333333333333,3041349,2232564,808785,28669.142367754604
"2021-04-10","Quintana Roo","Mexico",21755,-20,6,-32,-27,-5,3,11204183,9552933,1976517,29427.95677452824
"2021-04-10","Rajasthan","India",358688,-14.294117647058824,35.3235294117647,-18.147058823529413,-1.1470588235294117,-8.235294117647058,12.352941176470589,101595147,88885961,12709186,295753.93478478095
"2021-04-10","Risaralda","Colombia",50935,-19.25,23.666666666666668,-21.125,-28.333333333333332,4.2,5.5,3041349,2232564,808785,48486.47215196487
"2021-04-10","Saarland","Germany",33548,-35,-2,-1,-42,-12,8,18180618,13155670,5024948,10771.062684310102
"2021-04-10","Saga","Japan",1274,-4,1,4,-15,-16,4,1592517,1101698,490819,17806.916198293995
"2021-04-10","Saitama","Japan",34239,-5,3,7,-24,-15,5,1592517,1101698,490819,46175.765935453834
"2021-04-10","San Martin","Peru",35904,-19.6,-1.3333333333333333,-33.625,-40.833333333333336,-13.5,13.666666666666666,1202696,728521,474175,59272.82551803605
"2021-04-10","Santander","Colombia",95854,-22,24.142857142857142,-26.3,-6,8.142857142857142,4.857142857142857,3041349,2232564,808785,105334.41261191515
"2021-04-10","Saskatchewan","Canada",35983,-12.11111111111111,4.666666666666667,41.666666666666664,-43,-8.5,6.25,7814748,7020562,794186,13126.925008266278
"2021-04-10","Schleswig-Holstein","Germany",52986,-33,3,146,-7,-5,6,18180618,13155670,5024948,14866.556228648778
"2021-04-10","Quebec","Canada",324848,-7.769230769230769,0.2,105.94736842105263,-27.95,-8.71875,8.071428571428571,7814748,7020562,794186,235369.4629276845
"2021-04-10","Shiga","Japan",2955,-6,8,32,-29,-17,4,1592517,1101698,490819,18239.564380132124
"2021-04-10","Shizuoka","Japan",5944,-9,3,-4,-27,-14,4,1592517,1101698,490819,22609.961403951627
"2021-04-10","Sikkim","India",6351,-3,11.5,-20.6,-8.333333333333334,-11.8,9.333333333333334,101595147,88885961,12709186,12971.086351101416
"2021-04-10","Sinaloa","Mexico",36807,-18,7,-14,-22,1,1,11204183,9552933,1976517,53367.76023475153
"2021-04-10","Sindh","Pakistan",268750,13,45,9,19,15,-4,1114000,1114000,0,187288.53970450006
"2021-04-10","Sonora","Mexico",71397,-16,6,-31,-15,1,2,11204183,9552933,1976517,70403.66509850693
"2021-04-10","South Australia","Australia",666,3.32,10.526315789473685,-13.909090909090908,-18.615384615384617,-6.035714285714286,2.090909090909091,1138866,159294,0,12952.57790049459
"2021-04-10","Sucre","Colombia",24022,-41,-15,-27.8,-79,-0.5,9.5,3041349,2232564,808785,41186.22381874241
"2021-04-10","Tabasco","Mexico",62108,-23,13,-18,-6,7,1,11204183,9552933,1976517,68725.02369686938
"2021-04-10","Tacna","Peru",22377,-34.5,-15.5,-36,-45,-14.5,10,1202696,728521,474175,19934.27180846929
